 ERC20 min val rec,Time Diff between first and last (Mins), ERC20 avg val sent, ERC20 total Ether sent contract, ERC20 avg val rec, ERC20 total Ether received, ERC20 max val rec, ERC20 min val sent,Avg min between received tnx, ERC20 uniq rec token name,Unique Received From Addresses, Total ERC20 tnxs,total ether received,total transactions (including tnx to create contract, ERC20 uniq rec addr, ERC20 total ether sent, ERC20 uniq rec contract addr, ERC20 max val sent,avg val received,Received Tnx,FLAG
0.0,340383.53,0.0,0.0,0.0,0.0,0.0,0.0,112925.21,0.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,2.333333,3.0,0.0
0.0,266825.07,0.0,0.0,37.192487,148.7699492,136.515289,0.0,15420.31,4.0,3.0,4.0,6.695,15.0,4.0,0.0,4.0,0.0,1.67375,4.0,0.0
1.0,204236.48,4193.352,0.0,1048.851516,4195.406065,2096.676,4193.352,32.24,3.0,1471.0,5.0,33856.6182,4024.0,3.0,4193.352,3.0,4193.352,18.736369,1807.0,0.0
0.0,286279.03,0.0,0.0,23.202848,255.2313319,219.313921,0.0,56819.72,10.0,5.0,11.0,315.425,17.0,9.0,0.0,10.0,0.0,63.085,5.0,0.0
0.0,1169229.5,10676.10398,0.0,8668.882045,95357.7025,50000.0,0.0,27049.27,11.0,6.0,20.0,2372.483424,48.0,9.0,96084.93585,11.0,50000.0,182.498725,13.0,0.0
0.031819,186707.1,0.0,0.0,0.031819,0.031819385,0.031819,0.0,0.0,1.0,1.0,1.0,10.0,9.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0
0.0,962956.75,47857.51719,0.0,28458.32455,2447415.911,1051000.0,1e-06,1470.01,64.0,57.0,135.0,561.0865,321.0,51.0,2345018.342,65.0,526000.0,4.007761,140.0,0.0
0.0,97419.95,2.2e-05,0.0,20.338629,406.7725702,365.0,0.0,288.59,9.0,4.0,27.0,258.1039104,58.0,6.0,0.000150816,10.0,5.4e-05,25.810391,10.0,0.0
0.0,754216.92,59537.98022,0.0,11808967.36,3129376351.0,1553026016.0,0.0,74.96,85.0,4848.0,579.0,144402.6609,10002.0,135.0,18694925.79,87.0,9330000.0,21.959042,6576.0,0.0
0.0,652.87,0.0,0.0,0.0,0.0,0.0,0.0,82.8,0.0,5.0,0.0,6.28594603,12.0,0.0,0.0,0.0,0.0,1.047658,6.0,0.0
0.0,24534.25,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,1.0,0.0,0.441,6.0,0.0,0.0,0.0,0.0,0.147,3.0,0.0
0.0,4486.98,0.0,0.0,0.0,0.0,0.0,0.0,672.28,0.0,2.0,0.0,6.86709731,7.0,0.0,0.0,0.0,0.0,3.433549,2.0,0.0
0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.85487138,2.0,0.0,0.0,0.0,0.0,0.854871,1.0,0.0
0.0,8873.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13498893,2.0,0.0,0.0,0.0,0.0,0.134989,1.0,0.0
0.0,242427.3,0.0,0.0,0.0,0.0,0.0,0.0,14237.49,0.0,1.0,0.0,0.86455069,34.0,0.0,0.0,0.0,0.0,0.050856,17.0,0.0
0.0,531093.05,212.245486,0.0,165.024592,2640.39347,1064.624532,0.0,59605.36,15.0,2.0,18.0,49.1567487,15.0,12.0,424.4909721,15.0,424.490972,6.144594,8.0,0.0
0.0,93911.63,0.0,0.0,0.000803,0.002407524,0.002407,0.0,5012.75,1.0,9.0,3.0,675.9137486,35.0,2.0,0.0,2.0,0.0,39.759632,17.0,0.0
0.0,414518.23,0.0,0.0,17.832899,320.9921798,313.0,0.0,38530.77,5.0,5.0,19.0,2.16637118,17.0,5.0,6.15e-08,5.0,0.0,0.270796,8.0,0.0
0.0,1040169.4,0.0,0.0,242.177525,3632.662868,1769.979553,0.0,845.41,15.0,1.0,15.0,250.8904564,1054.0,11.0,0.0,15.0,0.0,0.24501,1024.0,0.0
0.0,240610.1,0.0,0.0,127.119234,1016.953872,600.0,0.0,728.9,8.0,4.0,8.0,76.61817535,130.0,6.0,0.0,8.0,0.0,12.769696,6.0,0.0
0.0,10032.05,0.0,0.0,0.0,0.0,0.0,0.0,3319.39,0.0,3.0,0.0,15.845,6.0,0.0,0.0,0.0,0.0,5.281667,3.0,0.0
0.0,120621.38,0.0,0.0,0.0,0.0,0.0,0.0,24076.63,0.0,2.0,0.0,0.86753194,9.0,0.0,0.0,0.0,0.0,0.173506,5.0,0.0
0.0,28803.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
1.503014,294616.95,0.0,0.0,1.807641,3.615281187,2.112267,0.0,62086.18,2.0,2.0,2.0,20.0,5.0,2.0,0.0,2.0,0.0,10.0,2.0,0.0
0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,6.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,9299.17,0.0,0.0,0.0,0.0,0.0,0.0,287.13,0.0,13.0,0.0,57.01714267,52.0,0.0,0.0,0.0,0.0,2.036327,28.0,0.0
2000.0,321695.25,1000.0,0.0,2000.0,2000.0,2000.0,500.0,44699.56,1.0,5.0,3.0,76.5524362,13.0,1.0,2000.0,1.0,1500.0,10.936062,7.0,0.0
0.0,161076.67,0.0,0.0,0.0,0.0,0.0,0.0,1129.25,0.0,1.0,0.0,68.50958028,11.0,0.0,0.0,0.0,0.0,13.701916,5.0,0.0
0.0,620113.1,12581.44585,0.0,14767.51938,635003.3331,114000.0,0.0,2945.2,34.0,18.0,91.0,417.5553096,174.0,32.0,603909.4009,35.0,114000.0,7.878402,53.0,0.0
0.0,101238.1,944.5,0.0,321.577419,2894.196767,1000.0,0.0,1645.59,5.0,5.0,11.0,49.37569865,33.0,5.0,1889.0,5.0,1889.0,4.114642,12.0,0.0
0.0,674198.88,0.0,0.0,44.058776,440.5877629,365.0,0.0,20051.27,10.0,5.0,11.0,60.80008333,32.0,6.0,1.5e-08,10.0,0.0,6.755565,9.0,0.0
0.0,72065.0,120.737175,0.0,80.592177,483.5530639,251.186075,0.0,4621.92,5.0,9.0,10.0,17.52914441,25.0,6.0,482.9486996,5.0,399.52804,1.947683,9.0,0.0
0.0,611682.27,41.70608,0.0,586.981372,22892.27349,5000.0,0.0,17068.13,13.0,9.0,559.0,1379.827042,1175.0,19.0,21687.16163,14.0,19999.99986,72.622476,19.0,0.0
0.0,1009090.55,2727.219361,0.0,3884.091261,132059.1029,50000.0,0.0,5026.86,29.0,10.0,70.0,262.5381628,112.0,24.0,98179.89698,30.0,19900.0,10.501527,25.0,0.0
0.0,11677.73,0.150222,0.0,1231.242556,18468.63835,16888.0,0.0,221.0,11.0,2.0,21.0,253.51,20.0,11.0,0.901333333,11.0,0.9,63.3775,4.0,0.0
0.0,381840.42,217510.3255,0.0,89286.29371,3482165.455,1999998.0,50.0,7188.55,26.0,11.0,55.0,3310.500353,79.0,25.0,3480165.208,26.0,1999998.0,110.350012,30.0,0.0
0.0,102.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,6.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.527787,291444.58,0.0,0.0,0.527787,0.527787122,0.527787,0.0,8831.65,1.0,5.0,1.0,46.27232361,34.0,1.0,0.0,1.0,0.0,1.402192,33.0,0.0
0.0,16284.15,0.0,0.0,0.0,0.0,0.0,0.0,169.09,0.0,3.0,0.0,0.97255313,69.0,0.0,0.0,0.0,0.0,0.121569,8.0,0.0
0.0,169.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44947692,2.0,0.0,0.0,0.0,0.0,0.449477,1.0,0.0
0.0,2250.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.867610131,2.0,0.0,0.0,0.0,0.0,0.86761,1.0,0.0
0.0,341868.53,0.0,0.0,0.0,0.0,0.0,0.0,170321.78,0.0,2.0,0.0,0.46,5.0,0.0,0.0,0.0,0.0,0.23,2.0,0.0
0.0,614761.98,15647.16796,0.0,2497.251151,52442.27417,39441.50389,1.0,3041.25,20.0,10.0,24.0,745.9391851,125.0,16.0,46941.50389,20.0,39440.50389,18.64848,40.0,0.0
0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,688942.0,0.0,0.0,0.0,0.0,0.0,0.0,40512.33,0.0,5.0,0.0,208.8864824,34.0,0.0,0.0,0.0,0.0,12.28744,17.0,0.0
0.0,772.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.39,5.0,0.0,1.0,0.0,1.0,0.39,1.0,0.0
0.9,596107.57,2966.066667,0.0,2224.55,8898.2,4449.1,0.0,121771.36,1.0,3.0,7.0,31.19308507,14.0,3.0,8898.2,1.0,4449.1,10.397695,3.0,0.0
0.0,288353.97,0.0,0.0,0.0,0.0,0.0,0.0,26178.65,0.0,5.0,0.0,362.7495057,14.0,0.0,0.0,0.0,0.0,32.977228,11.0,0.0
0.0,31.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.732876,2.0,0.0,0.0,0.0,0.0,0.732876,1.0,0.0
0.0,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,64.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,251884.43,3166.333333,0.0,2260.520287,18084.16229,17499.0,499.0,984.92,8.0,2.0,11.0,3.0,10.0,6.0,9499.0,8.0,5000.0,1.5,2.0,0.0
0.0,342210.95,0.0,0.0,0.0,0.0,0.0,0.0,84555.41,0.0,3.0,0.0,5.245,8.0,0.0,0.0,0.0,0.0,1.31125,4.0,0.0
0.0,952.85,0.0,0.0,0.0,0.0,0.0,0.0,12.37,0.0,8.0,0.0,117.475363,93.0,0.0,0.0,0.0,0.0,3.455158,34.0,0.0
0.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,46.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,511227.0,0.0,0.0,75.833957,834.17353,365.0,0.0,336.67,11.0,2.0,11.0,1.6018449,10.0,9.0,0.0,11.0,0.0,0.800922,2.0,0.0
0.0,323.42,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,20.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,6.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,314.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,73.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0
0.0,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,327.37,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
2.01066,228977.53,0.0,0.0,2.01066,2.010660203,2.01066,0.0,2336.51,1.0,3.0,1.0,93.10979582,99.0,1.0,0.0,1.0,0.0,0.9501,98.0,0.0
600.0,138977.15,0.0,0.0,600.0,600.0,600.0,0.0,620.61,1.0,5.0,1.0,68276.71402,380.0,1.0,0.0,1.0,0.0,314.639235,217.0,0.0
0.0,816620.55,0.0,0.0,87.429705,961.7267601,721.411447,0.0,14465.72,11.0,1.0,11.0,25.39458564,61.0,8.0,0.0,11.0,0.0,0.46172,55.0,0.0
0.0,376480.78,5776.678517,0.0,5373.356568,128960.5576,86993.40563,0.0,3186.72,20.0,12.0,46.0,556.364853,125.0,17.0,127086.9274,20.0,58760.0,8.303953,67.0,0.0
0.0,267722.13,0.0,0.0,0.150568,0.451704102,0.451704,0.0,11.04,3.0,1.0,3.0,7.4983,16.0,3.0,0.0,3.0,0.0,3.74915,2.0,0.0
0.0,1150335.93,0.0,0.0,82.718864,661.7509099,365.0,0.0,1470.58,8.0,8.0,8.0,183.6186244,793.0,7.0,0.0,8.0,0.0,0.316584,580.0,0.0
0.0,617468.87,0.0,0.0,0.0,0.0,0.0,0.0,109066.9,0.0,4.0,0.0,21.67211742,10.0,0.0,0.0,0.0,0.0,5.418029,4.0,0.0
1.059583,226766.85,0.0,0.0,1.221611,2.443222682,1.383639,0.0,1426.21,2.0,5.0,2.0,146.2768721,160.0,2.0,0.0,2.0,0.0,0.91998,159.0,0.0
0.0,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,2.0,0.0,0.0,0.0,0.0,2.75,1.0,0.0
0.0,73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,520700.2,1752.833339,0.0,667.10783,5336.862638,5258.5,6e-06,556.53,6.0,4.0,11.0,305.2343334,629.0,6.0,5258.500016,6.0,5258.5,0.696882,438.0,0.0
0.0,127115.7,0.0,0.0,0.0,0.0,0.0,0.0,3733.57,0.0,1.0,0.0,13.10198159,68.0,0.0,0.0,0.0,0.0,0.385352,34.0,0.0
0.0,353915.25,0.0,0.0,0.0,0.0,0.0,0.0,27224.25,0.0,5.0,0.0,17.40140661,14.0,0.0,0.0,0.0,0.0,1.33857,13.0,0.0
0.0,75.03,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,301482.83,0.0,0.0,0.0,0.0,0.0,0.0,37680.11,0.0,4.0,0.0,78.74344479,15.0,0.0,0.0,0.0,0.0,9.842931,8.0,0.0
0.0,310.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
7.566597,376485.87,0.0,0.0,7.566597,7.566596724,7.566597,0.0,230.02,1.0,554.0,1.0,679.6224224,1239.0,1.0,0.0,1.0,0.0,1.220148,557.0,0.0
0.0,2669.23,0.0,0.0,0.0,0.0,0.0,0.0,1332.65,0.0,2.0,0.0,592.2,4.0,0.0,0.0,0.0,0.0,296.1,2.0,0.0
0.0,946931.97,19004.83021,0.0,13957.42469,893275.1803,252958.0,0.0,3055.47,30.0,18.0,111.0,959.0416393,145.0,27.0,893227.0201,31.0,249990.0,20.405141,47.0,0.0
0.0,13.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.995,2.0,0.0,0.0,0.0,0.0,4.995,1.0,0.0
0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,323.38,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,743941.13,0.0,0.0,0.0,0.0,0.0,0.0,123984.24,0.0,5.0,0.0,35.062,12.0,0.0,0.0,0.0,0.0,5.843667,6.0,0.0
0.590492,992074.2,0.0,0.0,0.590492,0.590491666,0.590492,0.0,10060.62,1.0,3.0,1.0,7.918215339,82.0,1.0,0.0,1.0,0.0,0.098978,80.0,0.0
0.0,152789.92,0.0,0.0,0.0,0.0,0.0,0.0,8482.58,0.0,7.0,0.0,98.4,36.0,0.0,0.0,0.0,0.0,5.466667,18.0,0.0
0.0,178770.6,0.0,0.0,0.0,0.0,0.0,0.0,16246.22,0.0,11.0,0.0,11.19922425,22.0,0.0,0.0,0.0,0.0,1.018111,11.0,0.0
0.0,1019244.7,2918.48506,0.0,1222.063349,25663.33033,16010.3217,36.0,10243.09,20.0,4.0,23.0,1049.518271,21.0,16.0,5836.970119,20.0,5800.970119,131.189784,8.0,0.0
0.0,327.92,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,326.03,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,936622.48,8227.831672,0.0,839694.565,7557251.085,6184840.208,2500.0,47103.98,6.0,3.0,12.0,8.23425725,9.0,5.0,24683.49502,6.0,19183.49502,2.744752,3.0,0.0
0.0,948.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.150693,250218.08,0.0,0.0,0.353908,0.707816805,0.557124,0.0,19247.54,2.0,4.0,2.0,5.88569015,14.0,2.0,0.0,2.0,0.0,0.452745,13.0,0.0
0.0,321.5,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,232149.93,0.0,0.0,259687.1717,7790615.151,7753564.0,0.0,21.34,29.0,189.0,30.0,28581590.07,16736.0,25.0,0.0,29.0,0.0,3647.937469,7835.0,0.0
0.027084,182217.27,0.0,0.0,0.027084,0.027084248,0.027084,0.0,1019.6,1.0,72.0,1.0,9.03258,89.0,1.0,0.0,1.0,0.0,0.123734,73.0,0.0
0.677038,77404.38,0.0,0.0,0.677038,0.677038036,0.677038,0.0,3975.35,1.0,1.0,1.0,13.99,6.0,1.0,0.0,1.0,0.0,6.995,2.0,0.0
0.0,2259.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.12362879,2.0,0.0,0.0,0.0,0.0,12.123629,1.0,0.0
